N_TRX 6
IGNORE -9999


DATATYPE MOBILEMT
FREQUENCY 25.10002
N_RECV 1117
19987.5 -12.5 975.0 i i i i i i i i
3.487500e+03 2.512500e+03 1.250000e+03 9.138853e-03 2.576857e-04
3.587500e+03 2.512500e+03 1.225000e+03 9.548774e-03 2.576857e-04
3.687500e+03 2.512500e+03 1.225000e+03 9.783573e-03 2.576857e-04
3.787500e+03 2.512500e+03 1.200000e+03 9.799733e-03 2.576857e-04
3.887500e+03 2.512500e+03 1.200000e+03 9.363372e-03 2.576857e-04
3.987500e+03 2.512500e+03 1.200000e+03 9.543073e-03 2.576857e-04
4.087500e+03 2.512500e+03 1.200000e+03 9.564225e-03 2.576857e-04
4.187500e+03 2.512500e+03 1.200000e+03 9.136338e-03 2.576857e-04
4.287500e+03 2.512500e+03 1.200000e+03 9.689968e-03 2.576857e-04
4.387500e+03 2.512500e+03 1.200000e+03 9.585936e-03 2.576857e-04
4.487500e+03 2.512500e+03 1.200000e+03 9.395206e-03 2.576857e-04
4.587500e+03 2.512500e+03 1.175000e+03 9.141106e-03 2.576857e-04
4.687500e+03 2.512500e+03 1.175000e+03 9.239877e-03 2.576857e-04
4.787500e+03 2.512500e+03 1.150000e+03 9.242198e-03 2.576857e-04
4.887500e+03 2.512500e+03 1.150000e+03 9.000869e-03 2.576857e-04
4.987500e+03 2.512500e+03 1.150000e+03 9.558244e-03 2.576857e-04
5.087500e+03 2.512500e+03 1.175000e+03 9.315537e-03 2.576857e-04
5.187500e+03 2.512500e+03 1.175000e+03 9.490606e-03 2.576857e-04
5.287500e+03 2.512500e+03 1.200000e+03 9.172955e-03 2.576857e-04
5.387500e+03 2.512500e+03 1.200000e+03 9.670562e-03 2.576857e-04
5.487500e+03 2.512500e+03 1.200000e+03 9.187892e-03 2.576857e-04
5.587500e+03 2.512500e+03 1.225000e+03 8.972612e-03 2.576857e-04
5.687500e+03 2.512500e+03 1.225000e+03 9.520997e-03 2.576857e-04
5.787500e+03 2.512500e+03 1.250000e+03 9.369335e-03 2.576857e-04
5.887500e+03 2.512500e+03 1.225000e+03 9.524120e-03 2.576857e-04
5.987500e+03 2.512500e+03 1.225000e+03 9.648103e-03 2.576857e-04
6.087500e+03 2.512500e+03 1.225000e+03 8.753550e-03 2.576857e-04
6.187500e+03 2.512500e+03 1.225000e+03 9.432835e-03 2.576857e-04
6.287500e+03 2.512500e+03 1.250000e+03 8.826763e-03 2.576857e-04
