N_TRX 6
IGNORE -9999


DATATYPE MTZ
FREQUENCY 10.0
N_RECV 56
3.487500e+03 2.512500e+03 1.150000e+03 2.065170e+00 4.408390e+00 -8.671155e-01 3.594813e+00 2.225322e+01 1.191086e+00 -1.793111e+01 9.238180e-01 -2.099736e+01 9.870785e-01 1.988986e+01 9.601655e-01 7.113318e-01 6.926169e+00 -1.751373e-01 3.839988e+00
3.987500e+03 2.512500e+03 1.100000e+03 1.174707e+01 4.408390e+00 5.539769e+00 3.594813e+00 3.347014e+01 1.608072e+00 -1.900806e+01 9.756680e-01 -2.521119e+01 1.241994e+00 2.193831e+01 1.080696e+00 6.325251e-02 6.926169e+00 -8.019591e+00 3.839988e+00
4.487500e+03 2.512500e+03 1.100000e+03 7.428231e+00 4.408390e+00 8.117604e-01 3.594813e+00 4.021655e+01 2.065202e+00 -2.226586e+01 1.138383e+00 -2.096754e+01 1.051390e+00 1.754889e+01 8.386155e-01 5.009998e+00 6.926169e+00 -3.223371e+00 3.839988e+00
4.987500e+03 2.512500e+03 1.050000e+03 1.407873e+01 4.408390e+00 9.319423e+00 3.594813e+00 4.243020e+01 2.176489e+00 -2.345066e+01 1.145430e+00 -4.009568e+01 2.048974e+00 2.626867e+01 1.260332e+00 -1.132661e+01 6.926169e+00 -4.474229e+00 3.839988e+00
5.487500e+03 2.512500e+03 1.100000e+03 4.878393e-01 4.408390e+00 -3.469209e+00 3.594813e+00 4.340020e+01 2.222695e+00 -2.590312e+01 1.297122e+00 -4.186518e+01 2.090968e+00 2.465250e+01 1.276053e+00 -1.563975e+01 6.926169e+00 -7.346777e+00 3.839988e+00
5.987500e+03 2.512500e+03 1.125000e+03 7.124739e+00 4.408390e+00 7.153633e+00 3.594813e+00 4.172184e+01 2.129586e+00 -2.249198e+01 1.237523e+00 -4.540344e+01 2.227478e+00 2.695113e+01 1.341331e+00 -2.035197e+01 6.926169e+00 1.256694e+00 3.839988e+00
6.487500e+03 2.512500e+03 1.150000e+03 4.907482e+00 4.408390e+00 -1.346121e+00 3.594813e+00 3.734612e+01 1.916827e+00 -2.282057e+01 1.152400e+00 -4.799938e+01 2.234167e+00 2.596390e+01 1.317781e+00 -1.489467e+01 6.926169e+00 3.033113e+00 3.839988e+00
6.987500e+03 2.512500e+03 1.150000e+03 -4.287334e-01 4.408390e+00 -1.208364e+00 3.594813e+00 4.282767e+01 2.219681e+00 -2.894207e+01 1.337770e+00 -5.683181e+01 2.934292e+00 3.477593e+01 1.671320e+00 -5.119802e+00 6.926169e+00 -9.831129e-01 3.839988e+00
3.487500e+03 3.012500e+03 1.125000e+03 1.720701e+00 4.408390e+00 -3.405384e+00 3.594813e+00 2.773561e+01 1.277438e+00 -1.905929e+01 9.923385e-01 -2.493828e+01 1.201213e+00 2.250901e+01 1.121034e+00 8.787401e-01 6.926169e+00 -4.311901e+00 3.839988e+00
3.987500e+03 3.012500e+03 1.125000e+03 -4.152956e+00 4.408390e+00 9.294001e-01 3.594813e+00 2.748160e+01 1.321259e+00 -1.710652e+01 9.562120e-01 -2.619054e+01 1.240684e+00 2.151656e+01 1.146213e+00 -1.072267e+00 6.926169e+00 -6.767191e+00 3.839988e+00
4.487500e+03 3.012500e+03 1.100000e+03 2.254715e+00 4.408390e+00 3.187041e+00 3.594813e+00 2.918999e+01 1.482679e+00 -1.858107e+01 9.205590e-01 -2.209543e+01 1.067329e+00 1.961982e+01 9.163100e-01 1.361199e+01 6.926169e+00 -2.693998e+00 3.839988e+00
